SETOR;Subsetores;Produtos;CO_NCM;DESCRIÇÃO
PESCADOS;PEIXES;OUTROS PEIXES VIVOS;03019210;PEIXES ENGUIAS,PARA REPRODUCAO
PESCADOS;PEIXES;OUTROS PEIXES VIVOS;03019290;OUTS.PEIXES ENGUIAS,VIVOS,EXCETO PARA REPRODUCAO
PESCADOS;PEIXES;OUTROS PEIXES VIVOS;03019310;PEIXES CARPAS,PARA REPRODUCAO
PESCADOS;PEIXES;OUTROS PEIXES VIVOS;03019390;OUTS.PEIXES CARPAS,VIVOS,EXCETO PARA REPRODUCAO
PESCADOS;PEIXES;OUTROS PEIXES VIVOS;03019410;PEIXES ALBACORAS-AZUIS,PARA REPRODUCAO
PESCADOS;PEIXES;OUTROS PEIXES VIVOS;03019490;OUTS.PEIXES ALBACORAS-AZUIS VIVOS,EXC.PARA REPRODUCAO
PESCADOS;PEIXES;ATUM, VIVO;03019510;PEIXES ATUNS-DO-SUL,PARA REPRODUCAO
PESCADOS;PEIXES;ATUM, VIVO;03019590;OUTS.PEIXES ATUNS-DO-SUL VIVOS,EXCETO PARA REPRODUCAO
PESCADOS;PEIXES;OUTROS PEIXES VIVOS;03019910;OUTS.PEIXES PARA REPRODUCAO
PESCADOS;PEIXES;TILÁPIAS, VIVAS;03019911;PEIXES TILAPIAS,PARA REPRODUCAO
PESCADOS;PEIXES;PEIXES VIVOS;03019912;PEIXES ESTURJOES,PARA REPRODUCAO
PESCADOS;PEIXES;PEIXES VIVOS;03019919;OUTS.PEIXES PARA REPRODUCAO,EXCETO TILAPIAS E ESTURJOES
PESCADOS;PEIXES;OUTROS PEIXES VIVOS;03019990;OUTS.PEIXES VIVOS
PESCADOS;PEIXES;TILÁPIAS, VIVAS;03019991;OUTS.PEIXES TILAPIAS,VIVOS,EXCETO PARA REPRODUCAO
PESCADOS;PEIXES;PEIXES VIVOS;03019992;OUTS.PEIXES ESTURJOES,VIVOS,EXCETO PARA REPRODUCAO
PESCADOS;PEIXES;PEIXES VIVOS;03019999;OUTS.PEIXES VIVOS,VIVOS,EXCETO PARA REPRODUCAO
PESCADOS;PEIXES;TRUTAS, VIVAS;03021100;PEIXES TRUTAS,FRESCOS/REFRIG.EXC.FILES/OUTS.CARNES/OVAS
PESCADOS;PEIXES;SALMÕES, FRESCOS OU REFRIGERADOS;03021200;PEIXES SALMOES-DO-PACIF/ATLANT/DANUB.FRESCOS/REFRIG.ETC
PESCADOS;PEIXES;SALMÕES, FRESCOS OU REFRIGERADOS;03021300;SALMOES-DO-PACIFICO (ONCORHYNCHUS NERKA, ETC), FR.OU R.
PESCADOS;PEIXES;SALMÕES, FRESCOS OU REFRIGERADOS;03021400;SALMAO-DO-ATLANTICO E SALMAO-DO-DANUBIO, FR. OU REFRI.
PESCADOS;PEIXES;SALMÕES, FRESCOS OU REFRIGERADOS;03021900;OUTS.PEIXES SALMONIDEOS FRESCOS/REFRIG.EXC.FILES,ETC.
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03022100;PEIXES LINGUADOS-GIGANTES,FRESCOS/REFRIG.EXC.FILES,ETC.
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03022200;PEIXES SOLHAS OU PATRUCAS,FRESCOS/REFRIG.EXC.FILES,ETC.
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03022300;PEIXES LINGUADOS,FRESCOS/REFRIG.EXC.FILES,OUTS/CARNES,
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03022400;PREGADO (PSETTA MAXIMA), FRESCO OU REFRIGERADO
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03022900;OUTS.PEIXES CHATOS,FRESCOS/REFRIG.EXC.FILES,OUTS.CARNES
PESCADOS;PEIXES;ATUM, FRESCO OU REFRIGERADO;03023100;PEIXES ATUNS-BRANCOS OU GERMOES,FRESCOS/REFRIG.EXC.FILE
PESCADOS;PEIXES;ATUM, FRESCO OU REFRIGERADO;03023200;PEIXES ALBACORAS/ATUNS BARBAT.AMARELA,FRESCOS/REFRIG.ET
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03023300;PEIXES BONITOS-LISTRADOS,ETC.FRESCOS/REFRIG.EXC.FILES,
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03023400;PEIXES ALBACORAS-BANDOLIM,FRESCOS/REFRIG.EXC.FILES,ETC.
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03023500;PEIXES ALBACORAS-AZUIS,FRESCOS/REFRIG.EXC.FILES/OVAS,ET
PESCADOS;PEIXES;ATUM, FRESCO OU REFRIGERADO;03023600;PEIXES ATUNS-DO-SUL,FRESCOS/REFRIG.EXC.FILES/OVAS,ETC.
PESCADOS;PEIXES;ATUM, FRESCO OU REFRIGERADO;03023900;OUTS.PEIXES ATUNS FRESCOS/REFRIG.EXC.FILES/OUTS.CARNES,
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03024000;PEIXES ARENQUES,FRESCOS/REFRIG.EXC.FILES/OUTS.CARNES,ET
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03024100;ARENQUES (CLUPEA HARENGUS,CLUPEA PALLASII),FR.OU REFRI.
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03024210;ANCHOITA (ENGRAULIS ANCHOITA), FRESCAS OU REFRIGERADAS
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03024290;OUTRAS ANCHOVAS, FRESCAS OU REFRIGERADAS
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03024300;SARDINHAS (SARDINA PILCHARDUS,ETC),ANCHOVETA,FR.OU REF.
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03024400;CAVALINHAS, FRESCAS OU REFRIGERADAS
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03024500;CHICHARROS (TRACHURUS SPP.), FRESCOS OU REFRIGERADOS
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03024600;BIJUPIRA (RACHYCENTRON CANADUM), FRES. OU REFRIG.
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03024700;ESPADARTE (XIPHIAS GLADIUS), FRESCOS OU REFRIGERADOS
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03024990;OUTROS PEIXES FRESCOS OU REFRIGERADOS, EXCETO OS FILÉS DE PEIXES E OUTRA CARNE DE PEIXES DA POSIÇÃO 03.04
PESCADOS;PEIXES;BACALHAU, FRESCO OU REFRIGERADO;03025000;PEIXES BACALHAUS,FRESCOS/REFRIG.EXC.FILES/OUTS.CARNES,
PESCADOS;PEIXES;BACALHAU, FRESCO OU REFRIGERADO;03025100;BACALHAU-DO-ATLANTICO,DA-GROELAND.E DO-PACIFICO,F.OU R.
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03025200;HADDOCK OU LUBINA (MELANOGRAMMUS AEGLEFINUS), F. OU R.
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03025300;SAITHE (POLLACHIUS VIRENS), FRESCOS OU REFRIGERADOS
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03025400;MERLUZAS/ABROTEAS(MERLUCCIUS SPP.,UROPHYCIS SPP),F.OU R
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03025500;MERLUZA-DO-ALASCA (THERAGRA CHALCOGRAMMA),FR. OU REFRI.
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03025600;VERDINHOS (MICROMESISTIUS POUTASSOU, MICROME. AUSTRALIS
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03025900;OUTROS PEIXES DAS FAM. BREGMACEROTIDAE, GADIDAE, ETC.
PESCADOS;PEIXES;SARDINHA, FRESCA OU REFRIGERADA;03026100;PEIXES SARDINHAS/SARDINELAS,FRESCOS/REFRIG.EXC.FILES,ET
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03026200;PEIXES HADDOCKS,FRESCOS/REFRIG.EXC.FILES/OUTS.CARNES,ET
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03026300;PEIXES-CARVAO FRESCOS/REFRIG.EXC.FILES/OUTS.CARNES,ETC.
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03026400;PEIXES CAVALAS,CAVALINHAS,ETC.FRESCAS/REFRIG.EXC.FILES,
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03026500;PEIXES ESQUALOS,FRESCOS/REFRIG.EXC.FILES/OUTS.CARNES,ET
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03026600;PEIXES ENGUIAS,FRESCOS/REFRIG.EXC.FILES/OUTS.CARNES,ETC
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03026700;PEIXES ESPADARTES,FRESCOS/REFRIG.EXC.FILES/OUTS.CARNES,
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03026800;PEIXES MARLONGAS,FRESCOS/REFRIG.EXC.FILES/OUTS.CARNES,
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03026810;PEIXES MARLONGAS-NEGRAS,FRESCOS/REFRIG.EXC.FILES,ETC.
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03026820;PEIXES MARLONGAS-DO-ANTARTICO,FRESCOS/REFRIG.EXC.FILES,
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03026910;PEIXES MERLUZAS,FRESCOS/REFRIG.EXC.FILES/OUTS.CARNES
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03026921;PEIXES ESPADARTES,FRESCOS OU REFRIGERADOS
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03026922;PEIXES AGULHOES,FRESCOS OU REFRIG.EXC.FILES/OUTS.CARNES
PESCADOS;PEIXES;PARGOS, FRESCOS OU REFRIGERADOS;03026923;PARGOS,PEIXES FRESCOS OU REFRIGERADOS
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03026931;CHERNES-POVEIRO,PEIXES FRESCOS OU REFRIGERADOS
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03026932;GAROUPAS,PEIXES FRESCOS OU REFRIGERADOS
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03026933;ESTURJOES,PEIXES FRESCOS OU REFRIGERADOS
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03026934;PEIXES-REI FRESCOS OU REFRIGERADOS
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03026935;BAGRES,PEIXES FRESCOS OU REFRIGERADOS
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03026941;CURIMATAS,PEIXES FRESCOS,REFRIG.EXC.FILES,ETC.
PESCADOS;PEIXES;TILÁPIAS, FRESCAS OU REFRIGERADAS;03026942;TILAPIAS,PEIXES FRESCOS,REFRIG.EXC.FILES,OUTS.CARNES,
PESCADOS;PEIXES;SURUBINS, FRESCOS OU REFRIGERADOS;03026943;SURUBINS,PEIXES FRESCOS,REFRIG.EXC.FILES,OUTS.CARNES,
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03026944;TRAIRAS,PEIXES FRESCOS,REFRIG.EXC.FILES,OUTS.CARNES,ETC
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03026945;PIAUS,PEIXES FRESCOS,REFRIG.EXC.FILES,OUTS.CARNES,ETC.
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03026946;TAINHAS,PEIXES FRESCOS,REFRIG.EXC.FILES,OUTS.CARNES,ETC
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03026947;PIRARUCUS,PEIXES FRESCOS,REFRIG.EXC.FILES,OUTS.CARNES,
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03026948;PESCADAS,PEIXES FRESCOS,REFRIG.EXC.FILES,OUTS.CARNES,
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03026949;ANCHOITAS,PEIXES FRESCOS,REFRIG.EXC.FILES,OUTS.CARNES,
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03026951;PIRAMUTABAS,PEIXES FRESCOS,REFRIG.EXC.FILES,OUTS.CARNES
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03026952;DOURADAS,PEIXES FRESCOS,REFRIG.EXC.FILES,OUTS.CARNES
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03026953;PACUS,PEIXES FRESCOS,REFRIG.EXC.FILES,OUTS.CARNES,ETC.
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03026954;TAMBAQUIS,PEIXES FRESCOS,REFRIG.EXC.FILES,OUTS.CARNES,
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03026955;TAMBACUS,PEIXES FRESCOS,REFRIG.EXC.FILES,OUTS.CARNES,
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03026990;OUTROS PEIXES FRESCOS,REFRIG.EXC.FILES,OUTS.CARNES,ETC.
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03027000;FIGADOS,OVAS E SEMEN,DE PEIXES,FRESCOS OU REFRIGERADOS
PESCADOS;PEIXES;TILÁPIAS, FRESCAS OU REFRIGERADAS;03027100;TILAPIAS (OREOCHROMIS SPP.), FRESCAS OU REFRIGERADAS
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03027210;BAGRE (ICTALURUS PUNTACTUS), FRESCO OU REFRIGERADO
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03027290;OUTROS BAGRES FRESCOS OU REFRIGERADOS
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03027300;CARPAS (CYPRINUS CARPIO, CARASSIUS CARASSIUS, ETC.)
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03027400;ENGUIAS (ANGUILLA SPP.), FRESCAS OU REFRIGERADAS
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03027900;PERCA-DO-NILO,PEIXE CABECA-DE-SERPENTE, FR.OU REFRIG.
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03028100;CAÇÃO E OUTROS TUBAROES, FRESCOS OU REFRIGERADOS
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03028200;RAIAS (RAJIDAE), FRESCA OU REFRIGERADA
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03028310;MERLUZA NEGRA (DISSOSTICHUS ELEGINOIDES), FR. OU REF.
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03028320;MERLUZA ANTARTICA (DISSOSTICHUS MAWSONI)
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03028400;ROBALOS (DICENTRARCHUS SPP.), FRES. OU REFRIG.
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03028500;PARGOS OU SARGOS (SPARIDAE), FRES. OU REFRIG.
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03028910;PARGO (LUTJANUS PURPUREUS), FRESCOS OU REFRIGERADOS
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03028911;AGULHOES (ISTIOPHORUS SPP,TETRAPTURUS SPP,MAKAIRA SPP)
PESCADOS;PEIXES;PARGOS, FRESCOS OU REFRIGERADOS;03028912;PARGO (LUTJANUS PURPUREUS), FRES. OU REFRIG.
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03028921;CHERNE-POVEIRO (POLYPIRION AMERICANUS),FRES. OU REFRIG.
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03028922;GAROUPAS (ACANTHISTIUS SPP.), FRES. OU REFRIG.
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03028923;ESTURJAO (ACIPENSER BAERI), FRESCO OU REFRIGERADO
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03028924;PEIXES-REI (ATHERINA SPP.), FRESCO OU REFRIGERADO
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03028931;CURIMATAS (PROCHILODUS SPP.), FRESCO OU REFRIGERADO
PESCADOS;PEIXES;TILÁPIAS, FRESCAS OU REFRIGERADAS;03028932;TILAPIAS (TILAPIA,SAROTHERODON,DANAKILIA, SEUS HIBRIDO
PESCADOS;PEIXES;SURUBINS, FRESCOS OU REFRIGERADOS;03028933;SURUBINS (PSEUDOPLATYSTOMA SPP.), FRES. OU REFRIG.
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03028934;TRAIRA (HOPLIAS MALABARICUS & H. CF. LACERDAE)
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03028935;PIAUS (LEPORINUS SPP.), FRESCO OU REFRIGERADO
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03028936;TAINHAS (MUGIL SPP), FRESCO OU REFRIGERADO
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03028937;PIRARUCU (ARAPAIMA GIGAS), FRESCO OU REFRIGERADO
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03028938;PESCADAS (CYNOCION SPP.), FRESCA OU REFRIGERADA
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03028941;PIRAMUTABA (BRACHYPLATYSTOMA VAILLANTII),FR. OU REFRIG.
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03028942;DOURADA (BRACHYPLATYSTOMA FLAVICANS), FR. OU REFRIG.
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03028943;PACU (PIARACTUS MESOPOTAMICUS), FR. OU REFRIG.
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03028944;TAMBAQUI (COLOSSOMA MACROPOMUM)
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03028945;TAMBACU (HIBRIDO DE TAMBAQUI E PACU)
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03028990;OUTROS PEIXES FRESCOS OU REFRIGERADOS
PESCADOS;PEIXES;OUTROS PEIXES FRESCOS OU REFRIGERADOS;03029000;FIGADOS, OVAS E SEMEN,DE PEIXES,FRESCOS OU REFRIGERADOS
PESCADOS;PREPARAÇÕES E CONSERVAS DE PEIXES, CRUSTÁCEOS E MOLUSCOS;PREPARAÇÕES E CONSERVAS DE DEMAIS PEIXES;03029900;CABEÇAS, CAUDAS, BEXIGAS-NATATÓRIAS E OUTROS SUBPRODUTOS COMESTÍVEIS DE PEIXES
PESCADOS;PEIXES;SALMÕES CONGELADOS;03031000;SALMOES-DO-PACIFICO,PEIXES CONGELADOS,EXC.FILES,ETC.
PESCADOS;PEIXES;SALMÕES CONGELADOS;03031100;SALMOES VERMELHOS,PEIXES CONGELADOS
PESCADOS;PEIXES;SALMÕES CONGELADOS;03031200;OUTROS SALMOES-DO-PACIFICO, CONGELADOS
PESCADOS;PEIXES;SALMÕES CONGELADOS;03031300;SALMAO-DO-ATLANTICO E SALMAO-DO-DANUBIO, CONG.
PESCADOS;PEIXES;TRUTAS CONGELADAS;03031400;TRUTAS (SALMO TRUTTA,ONCORHYNCHUS MYKISS, ETC.),CONGEL.
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03031900;OUTROS PEIXES SALMOES,CONGELADOS
PESCADOS;PEIXES;TRUTAS CONGELADAS;03032100;TRUTAS (SALMO TRUTTA,ETC) PEIXES CONGELAD.EXC.FILES,ETC
PESCADOS;PEIXES;SALMÕES CONGELADOS;03032200;SALMOES-DO-ATLANTICO E DANUBIO,PEIXES CONGELAD.EXC.FILE
PESCADOS;PEIXES;TILÁPIAS CONGELADAS;03032300;TILAPIAS (OREOCHROMIS SPP.), CONGELADAS
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03032410;BAGRE (ICTALURUS PUNTACTUS) CONGELADO
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03032490;PERCA-DO-NILO E CABECAS-DE-SERPENTE, CONGELADOS
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03032500;CARPAS, CONGELADAS
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03032600;ENGUIAS CONGELADAS (ANGUILLA SPP.), CONGELADAS
PESCADOS;PEIXES;SALMÕES CONGELADOS;03032900;OUTS PEIXES SALMONIDEOS CONGELAD.EXC.FILES,OUTS.CARNES,
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03033100;LINGUADOS-GIGANTES,PEIXES CONGELAD.EXC.FILES.OUTS.CARNE
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03033200;SOLHAS OU PATRUCAS,PEIXES CONGELAD.EXC.FILES,OUTS.CARNE
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03033300;LINGUADOS,PEIXES CONG.EXC.FILES,OUTS.CARNES,FIGADOS,ETC
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03033400;PREGADO (PSETTA MAXIMA), CONGELADO
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03033900;OUTS.PEIXES CHATOS,CONGELADOS,EXC.FILES,OUTS.CARNES,ETC
PESCADOS;PEIXES;ATUM CONGELADO;03034100;ATUNS-BRANCOS OU GERMOES,PEIXES CONGELAD.EXC.FILES,ETC.
PESCADOS;PEIXES;ATUM CONGELADO;03034200;ALBACORAS/ATUNS BARBATANA AMARELA,PEIXES CONG.EXC.FILES
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03034300;BONITOS-LISTRADOS,ETC.PEIXES CONGELADOS,EXC.FILES,ETC.
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03034400;ALBACORAS-BANDOLIM (PATUDOS),PEIXES CONGELADOS
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03034500;ALBACORAS-AZUIS (ATUNS-AZUIS),PEIXES CONGELADOS
PESCADOS;PEIXES;ATUM CONGELADO;03034600;ATUNS DO SUL,PEIXES CONGELADOS
PESCADOS;PEIXES;ATUM CONGELADO;03034900;OUTS.PEIXES ATUNS CONGEL.EXC.FILES,OUTS.CARNES,FIGADOS,
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03035000;ARENQUES,PEIXES CONGELAD.EXC.FILES,OUTS.CARNES,FIGADOS,
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03035100;ARENQUES,PEIXES CONGELADOS,EXC.FIGADO,OVAS,SEMEN
PESCADOS;PEIXES;BACALHAU CONGELADO;03035200;BACALHAUS(GADUS MORHUA,GADUS OGAC),PEIXES CONGELADOS
PESCADOS;PEIXES;SARDINHAS CONGELADAS;03035300;SARDINHAS, CONGELADAS
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03035400;CAVALINHAS, CONGELADAS
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03035500;CHICHARROS (TRACHURUS SPP.), CONGELADOS
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03035600;BIJUPIRA (RACHCENTRON CANADUM), CONGELADO
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03035700;ESPADARTE (XIPHIAS GALDIUS), CONGELADO
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03035920;ANCHOITA (ENGRAULIS ANCHOITA), CONGELADO
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03035990;OUTROS PEIXES CONGELADOS, EXCETO OS FILÉS DE PEIXES E OUTRA CARNE DE PEIXES DA POSIÇÃO 03.04
PESCADOS;PEIXES;BACALHAU CONGELADO;03036000;BACALHAUS (GADUS) CONGELADOS,EXC.FILES,OUTS.CARNES,ETC.
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03036100;ESPADARTES (XIPHIAS GLADIUS),PEIXES CONGELADOS
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03036210;MARLONGAS-NEGRAS (DISSOSTS.ELEGINOIDES),PEIXES CONGEL.
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03036211;MARLONGAS-NEGRAS,PEIXES CONG.EVISCERAD.S/CABECA,S/CALDA
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03036212;CABECAS DE PEIXES MARLONGAS-NEGRAS,CONGELADOS
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03036219;OUTS.PEIXES MARLONGAS-NEGRAS,CONGELADOS
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03036221;MARLONGAS-DO-ANTARTICO,PEIXES CONG.EVISCERADOS,S/CABECA
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03036222;CABECAS DE PEIXES MARLONGAS-DO-ANTARTICO,CONGELADAS
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03036229;OUTS.PEIXES MARLONGAS-DO-ANTARTICO,CONGELADOS
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03036290;OUTS.PEIXES CONGELADOS,EXC.FIGADOS,OVAS,SEMEN
PESCADOS;PEIXES;BACALHAU CONGELADO;03036300;BACALHAU-DO-ATLANTICO E BACALHAU-DO-PACIFICO, CONGELADO
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03036400;HADDOCK OU LUBINA (MELANOGRAMMUS AEGLEFINUS), CONGELADO
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03036500;SAITHE (POLLACHIUS VIRENS), CONGELADO
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03036600;MERLUZAS E ABROTEAS (MERLUCCIUS ,UROPHYCIS ),CONGELADAS
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03036700;MERLUZA-DO-ALASCA (THERAGRA CHALCOGRAMMA)
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03036800;VERDINHOS, CONGELADOS (EXCETO FILES, OUTRAS CARNES)
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03036910;MERLUZA ROSADA (MACRURONUS MEGELLANICUS), CONGELADA
PESCADOS;PEIXES;OUTROS PEIXES CONGELADOS;03036990;OUTROS PEIXES CONGELADOS, EXCETO FILE E OUTRAS CARNES
PESCADOS;PEIXES;SARDINHAS CONGELADAS;03037100;SARDINHAS,SARDINELAS,ETC.CONGELADAS,EXC.FILES,ETC.
